,Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1449,32,0,2,3,4,3,1,1,2439,1,0,14,3,0,4,4,3,4,2,1,2
1450,35,0,26,4,3,3,3,4,8837,1,1,16,3,0,9,2,3,9,0,1,7
1451,38,0,10,2,1,3,2,4,5343,1,0,11,3,1,10,1,3,10,7,1,9
1453,36,0,11,4,2,2,2,4,6652,4,0,13,3,1,8,2,2,6,3,0,0
1454,45,0,20,3,4,3,2,3,4850,8,0,15,3,0,8,3,3,5,3,0,1
1455,40,0,2,4,3,2,1,3,2809,2,0,14,3,0,8,2,3,2,2,2,2
1456,35,0,18,4,3,3,2,3,5689,1,1,14,3,2,10,2,4,10,2,0,2
1457,40,0,2,4,3,3,1,3,2001,2,0,14,3,3,20,2,3,5,3,0,2
1458,35,0,1,4,3,1,1,4,2977,1,0,12,3,1,4,5,3,4,3,1,1
1459,29,0,13,2,4,2,2,2,4025,4,1,13,3,1,10,2,3,4,3,0,3
1460,29,0,28,4,4,2,1,1,3785,1,0,14,3,0,5,3,1,5,4,0,4
1462,39,0,24,1,2,2,4,4,12031,0,0,11,3,1,21,2,2,20,9,9,6
1463,31,0,5,3,2,3,2,1,9936,0,0,19,3,0,10,2,3,9,4,1,7
1464,26,0,5,3,4,2,1,3,2966,0,0,18,3,0,5,2,3,4,2,0,0
1465,36,0,23,2,3,4,2,4,2571,4,0,17,3,1,17,3,3,5,2,0,3
1466,39,0,6,1,4,2,3,1,9991,4,0,15,3,1,9,5,3,7,7,1,7
1467,27,0,4,3,2,4,2,2,6142,1,1,20,4,1,6,0,3,6,2,0,3
1468,49,0,2,3,4,2,2,2,5390,2,0,14,3,0,17,3,2,9,6,0,8
1469,34,0,8,3,2,4,2,3,4404,2,0,12,3,0,6,3,4,4,3,1,2
